pathway,SampleID__,genome,subpathway,tpm
sucrose_degradation,MainAutochamber.201206_E_1_5to8,Fen.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.17_87.24_2.27,sucrose_degradation-all,3.572701199517718
xylose_degradation,MainAutochamber.201206_E_1_5to8,Fen.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.17_87.24_2.27,xylose_degradation-isomerase_pathway,6.049182468645196
butanoate_fermentation,MainAutochamber.201206_E_1_5to8,Fen.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.16_89.30_6.01,butanoate_fermentation-acetyl_coa_pathway,0.8176703216522369
ethanol_fermentation,MainAutochamber.201206_E_1_5to8,Fen.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.16_89.30_6.01,ethanol_fermentation-all,7.278311588996589
lactate_fermentation,MainAutochamber.201206_E_1_5to8,Fen.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.16_89.30_6.01,lactate_fermentation-all,3.2017481904193654
sulfur_redox,MainAutochamber.201206_E_1_5to8,Fen.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.16_89.30_6.01,sulfur_redox-assimilatory_sulfate_reduction,0.06480525887512
xylose_degradation,MainAutochamber.201206_E_1_5to8,Fen.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.16_89.30_6.01,xylose_degradation-isomerase_pathway,1.4577371172850522
glycerol_degradation,MainAutochamber.201206_E_1_5to8,Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.47_85.60_2.42,glycerol_degradation-glycerol,0.04138532230101183
acetogenesis,MainAutochamber.201206_E_1_5to8,Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.52_86.45_5.80,acetogenesis-simple,0.10248772123178612
sucrose_degradation,MainAutochamber.201206_E_1_5to8,Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.52_86.45_5.80,sucrose_degradation-all,0.7288685586425261
galactose_degradation,MainAutochamber.201206_E_1_5to8,Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.86_81.81_1.08,galactose_degradation-all,3.144864339320544
lactose_degradation,MainAutochamber.201206_E_1_5to8,PLCS01,lactose_degradation-all,0.2950182261172129
sucrose_degradation,MainAutochamber.201206_E_1_5to8,PLCS01,sucrose_degradation-all,0.10360171820169684
Wood_Ljungdahl,MainAutochamber.201206_E_1_5to8,PLGY01,Wood_Ljungdahl-methanogen,6.3311716884637645
hydrogenotrophic_methanogenesis,MainAutochamber.201206_E_1_5to8,PLGY01,hydrogenotrophic_methanogenesis-all,10.217269440190613
butanoate_fermentation,MainAutochamber.201206_E_1_5to8,PLHP01,butanoate_fermentation-acetyl_coa_pathway,0.04905291170594988
ethanol_fermentation,MainAutochamber.201206_E_1_5to8,PLHP01,ethanol_fermentation-all,0.07357936755892483
galacturonic_acid_degradation,MainAutochamber.201206_E_1_5to8,PLLC01,galacturonic_acid_degradation-all,0.4252960493842693
glycerol_degradation,MainAutochamber.201206_E_1_5to8,PLNU01,glycerol_degradation-glycerol,0.29524021123844485
glycerol_degradation,MainAutochamber.201206_E_1_5to8,PLNV01,glycerol_degradation-glycerol,2.6741418156823396
butanoate_fermentation,MainAutochamber.201206_E_1_5to8,PLSL01,butanoate_fermentation-acetyl_coa_pathway,0.0649411189566192
acetogenesis,MainAutochamber.201206_E_1_5to8,PLTJ01,acetogenesis-simple,0.07012317768490631
butanoate_fermentation,MainAutochamber.201206_E_1_5to8,PLTJ01,butanoate_fermentation-acetyl_coa_pathway,0.03506158884245315
hydrogenotrophic_methanogenesis,MainAutochamber.201206_E_1_5to8,PLTK01,hydrogenotrophic_methanogenesis-all,5.295872957613337
methylotrophic_methanogenesis,MainAutochamber.201206_E_1_5to8,PLTK01,methylotrophic_methanogenesis-h2_indep,6.656026263715725
Wood_Ljungdahl,MainAutochamber.201206_E_1_5to8,PLTW01,Wood_Ljungdahl-acetogen,0.692435141255114
lactate_fermentation,MainAutochamber.201206_E_1_5to8,PMAZ01,lactate_fermentation-all,6.162946189569003
acetogenesis,MainAutochamber.201206_E_1_5to8,PMBF01,acetogenesis-simple,0.2933614049119099
galactose_degradation,MainAutochamber.201206_E_1_5to8,PMBF01,galactose_degradation-all,1.0436965546599517
galactose_degradation,MainAutochamber.201206_E_1_5to8,PMBG01,galactose_degradation-all,0.5423285499028585
lactose_degradation,MainAutochamber.201206_E_1_5to8,PMBG01,lactose_degradation-all,0.182934529974256
mannose_degradation,MainAutochamber.201206_E_1_5to8,PMBG01,mannose_degradation-all,2.19954417105141
propionate_fermentation,MainAutochamber.201206_E_1_5to8,PMBG01,propionate_fermentation-succinate_pathway,0.5980099178051612
xylose_degradation,MainAutochamber.201206_E_1_5to8,PMBG01,xylose_degradation-isomerase_pathway,0.4681649432086754
butanoate_fermentation,MainAutochamber.201206_E_1_5to8,PMBI01,butanoate_fermentation-acetyl_coa_pathway,0.02688968206797513
propionate_fermentation,MainAutochamber.201206_E_1_5to8,PMBI01,propionate_fermentation-succinate_pathway,0.28896374759615073
acetogenesis,MainAutochamber.201206_E_1_5to8,PMBM01,acetogenesis-simple,1.1868024527848735
butanoate_fermentation,MainAutochamber.201206_E_1_5to8,PMBM01,butanoate_fermentation-acetyl_coa_pathway,0.3864014672626472
glycerol_degradation,MainAutochamber.201206_E_1_5to8,PMBM01,glycerol_degradation-glycerol,1.376751721880327
glycerol_degradation,MainAutochamber.201206_E_1_5to8,PMBM01,glycerol_degradation-glycerone,0.25432605699759736
propionate_fermentation,MainAutochamber.201206_E_1_5to8,PMBM01,propionate_fermentation-succinate_pathway,0.20977593956415813
sucrose_degradation,MainAutochamber.201206_E_1_5to8,PMBM01,sucrose_degradation-all,0.34611076807047325
glycerol_degradation,MainAutochamber.201206_E_1_5to8,PMBR01,glycerol_degradation-glycerol,0.07523233452897962
acetogenesis,MainAutochamber.201206_E_1_5to8,PMBS01,acetogenesis-simple,0.21882146572932348
galactose_degradation,MainAutochamber.201206_E_1_5to8,PMBS01,galactose_degradation-all,0.1342929786516215
lactose_degradation,MainAutochamber.201206_E_1_5to8,PMBS01,lactose_degradation-all,0.4027334397699765
acetogenesis,MainAutochamber.201206_E_1_5to8,PMBT01,acetogenesis-simple,0.16687899659155478
lactose_degradation,MainAutochamber.201206_E_1_5to8,PMBT01,lactose_degradation-all,0.9228191412383744
xylose_degradation,MainAutochamber.201206_E_1_5to8,PMBT01,xylose_degradation-isomerase_pathway,0.2202150266040807
methylotrophic_methanogenesis,MainAutochamber.201206_E_1_5to8,PMBU01,methylotrophic_methanogenesis-h2_dep,1.137734230234021
Wood_Ljungdahl,MainAutochamber.201206_E_1_5to8,PMBW01,Wood_Ljungdahl-acetogen,0.06079406380585683
acetogenesis,MainAutochamber.201206_E_1_5to8,PMBY01,acetogenesis-simple,0.2450006104250035
glycerol_degradation,MainAutochamber.201206_E_1_5to8,PMBY01,glycerol_degradation-glycerol,0.24881055214704703
Wood_Ljungdahl,MainAutochamber.201206_E_1_5to8,PMCB01,Wood_Ljungdahl-acetogen,0.9124815907742956
glycerol_degradation,MainAutochamber.201206_E_1_5to8,PMCB01,glycerol_degradation-glycerol,0.876884942859162
glycerol_degradation,MainAutochamber.201206_E_1_5to8,PMCB01,glycerol_degradation-glycerone,1.1914197593195135
lactose_degradation,MainAutochamber.201206_E_1_5to8,PMCB01,lactose_degradation-all,2.7453375373920816
xylose_degradation,MainAutochamber.201206_E_1_5to8,PMCB01,xylose_degradation-isomerase_pathway,0.6183016715031407
acetogenesis,MainAutochamber.201206_E_1_5to8,PMCC01,acetogenesis-simple,1.9189135719308317
glycerol_degradation,MainAutochamber.201206_E_1_5to8,PMCC01,glycerol_degradation-glycerol,0.05784671100337508
glycerol_degradation,MainAutochamber.201206_E_1_5to8,PMCC01,glycerol_degradation-glycerone,0.8547368935670162
xylose_degradation,MainAutochamber.201206_E_1_5to8,PMCC01,xylose_degradation-isomerase_pathway,1.978429837393612
Wood_Ljungdahl,MainAutochamber.201206_E_1_5to8,PMCE01,Wood_Ljungdahl-acetogen,0.04558780536027573
lactose_degradation,MainAutochamber.201206_E_1_5to8,PMCG01,lactose_degradation-all,0.12907047392628063
Wood_Ljungdahl,MainAutochamber.201206_E_1_5to8,PMCI01,Wood_Ljungdahl-acetogen,2.731946073380606
butanoate_fermentation,MainAutochamber.201206_E_1_5to8,PMCI01,butanoate_fermentation-acetyl_coa_pathway,4.521569586621525
galacturonic_acid_degradation,MainAutochamber.201206_E_1_5to8,PMCI01,galacturonic_acid_degradation-all,0.3580842504749822
acetogenesis,MainAutochamber.201206_E_1_5to8,PMCM01,acetogenesis-simple,0.4943124533346918
acetogenesis,MainAutochamber.201206_E_1_5to8,PMDB01,acetogenesis-simple,7.022506437943794
galactose_degradation,MainAutochamber.201206_E_1_5to8,PMDB01,galactose_degradation-all,1.3321811238057948
lactose_degradation,MainAutochamber.201206_E_1_5to8,PMDB01,lactose_degradation-all,1.0736521322571346
lactose_degradation,MainAutochamber.201206_E_1_5to8,PMDK01,lactose_degradation-all,0.39841689700716854
xylose_degradation,MainAutochamber.201206_E_1_5to8,PMDK01,xylose_degradation-isomerase_pathway,0.11778294198595952
acetogenesis,MainAutochamber.201206_E_1_5to8,PMDS01,acetogenesis-simple,3.431896850512572
galactose_degradation,MainAutochamber.201206_E_1_5to8,PMDS01,galactose_degradation-all,5.740932405592106
lactate_fermentation,MainAutochamber.201206_E_1_5to8,PMDS01,lactate_fermentation-all,2.540693240693979
lactose_degradation,MainAutochamber.201206_E_1_5to8,PMDS01,lactose_degradation-all,1.8120752048801336
propionate_fermentation,MainAutochamber.201206_E_1_5to8,PMDS01,propionate_fermentation-succinate_pathway,0.6089749669517529
sucrose_degradation,MainAutochamber.201206_E_1_5to8,PMDS01,sucrose_degradation-all,0.9668664553421265
xylose_degradation,MainAutochamber.201206_E_1_5to8,PMDS01,xylose_degradation-isomerase_pathway,1.79705114564702
acetogenesis,MainAutochamber.201206_E_1_5to8,PMDT01,acetogenesis-simple,0.936551303617373
ethanol_fermentation,MainAutochamber.201206_E_1_5to8,PMDT01,ethanol_fermentation-all,0.7024134777130298
acetogenesis,MainAutochamber.201206_E_1_5to8,PMDY01,acetogenesis-simple,1.0004354835018956
fucose_degradation,MainAutochamber.201206_E_1_5to8,PMDY01,fucose_degradation-all,1.999740791493748
galactose_degradation,MainAutochamber.201206_E_1_5to8,PMDY01,galactose_degradation-all,0.467324129733085
glycerol_degradation,MainAutochamber.201206_E_1_5to8,PMDY01,glycerol_degradation-glycerol,1.7957631154960787
lactate_fermentation,MainAutochamber.201206_E_1_5to8,PMDY01,lactate_fermentation-all,0.536396774758569
lactose_degradation,MainAutochamber.201206_E_1_5to8,PMDY01,lactose_degradation-all,2.055521936531978
mannose_degradation,MainAutochamber.201206_E_1_5to8,PMDY01,mannose_degradation-all,1.2390765496922942
sucrose_degradation,MainAutochamber.201206_E_1_5to8,PMDY01,sucrose_degradation-all,4.722177711635184
xylose_degradation,MainAutochamber.201206_E_1_5to8,PMDY01,xylose_degradation-isomerase_pathway,2.319959300428472
acetogenesis,MainAutochamber.201206_E_1_5to8,PMEC01,acetogenesis-simple,6.648234855331272
fucose_degradation,MainAutochamber.201206_E_1_5to8,PMEC01,fucose_degradation-all,0.5891013706936423
galactose_degradation,MainAutochamber.201206_E_1_5to8,PMEC01,galactose_degradation-all,1.078753502319417
glycerol_degradation,MainAutochamber.201206_E_1_5to8,PMEC01,glycerol_degradation-glycerol,0.21814727987540392
lactose_degradation,MainAutochamber.201206_E_1_5to8,PMEC01,lactose_degradation-all,6.46094740843532
sucrose_degradation,MainAutochamber.201206_E_1_5to8,PMEC01,sucrose_degradation-all,1.0130298278922156
xylose_degradation,MainAutochamber.201206_E_1_5to8,PMEC01,xylose_degradation-isomerase_pathway,2.0651275828204905
Wood_Ljungdahl,MainAutochamber.201206_E_1_5to8,PMEE01,Wood_Ljungdahl-methanogen,146.71837122512753
hydrogenotrophic_methanogenesis,MainAutochamber.201206_E_1_5to8,PMEE01,hydrogenotrophic_methanogenesis-all,233.53499015987535
hydrogenotrophic_methanogenesis,MainAutochamber.201206_E_1_5to8,PMGM01,hydrogenotrophic_methanogenesis-all,58.52285384602847
methylotrophic_methanogenesis,MainAutochamber.201206_E_1_5to8,PMGM01,methylotrophic_methanogenesis-h2_indep,59.496116877175055
acetogenesis,MainAutochamber.201206_E_1_5to8,PMJR01,acetogenesis-simple,1.371143967125327
lactose_degradation,MainAutochamber.201206_E_1_5to8,PMJR01,lactose_degradation-all,0.0994443458822066
galactose_degradation,MainAutochamber.201206_E_1_5to8,PMJT01,galactose_degradation-all,0.09680285544471048
Wood_Ljungdahl,MainAutochamber.201206_E_1_5to8,PMKK01,Wood_Ljungdahl-acetogen,0.13237997325772372
hydrogenotrophic_methanogenesis,MainAutochamber.201206_E_1_5to8,PMKW01,hydrogenotrophic_methanogenesis-all,20.595625344926493
propionate_fermentation,MainAutochamber.201206_E_1_5to8,PMLO01,propionate_fermentation-succinate_pathway,0.0667605899618693
acetogenesis,MainAutochamber.201206_E_1_5to8,PMMQ01,acetogenesis-simple,4.166167464023535
sulfur_redox,MainAutochamber.201206_E_1_5to8,PMMQ01,sulfur_redox-dissimilatory_sulfate_reduction,2.134774290631706
Wood_Ljungdahl,MainAutochamber.201206_E_1_5to8,PMMV01,Wood_Ljungdahl-methanogen,35.7551833149729
hydrogenotrophic_methanogenesis,MainAutochamber.201206_E_1_5to8,PMMV01,hydrogenotrophic_methanogenesis-all,76.12828593552955
methylotrophic_methanogenesis,MainAutochamber.201206_E_1_5to8,PMMV01,methylotrophic_methanogenesis-h2_indep,73.55898065394557
Wood_Ljungdahl,MainAutochamber.201206_E_1_5to8,PMNG01,Wood_Ljungdahl-methanogen,6.214709198342123
acetoclastic_methanogenesis,MainAutochamber.201206_E_1_5to8,PMNG01,acetoclastic_methanogenesis-all,114.46888103405269
acetogenesis,MainAutochamber.201206_E_1_5to8,PMNP01,acetogenesis-simple,1.0116626917877358
galactose_degradation,MainAutochamber.201206_E_1_5to8,PMNP01,galactose_degradation-all,0.08652769201761831
lactose_degradation,MainAutochamber.201206_E_1_5to8,PMNP01,lactose_degradation-all,1.597613253843473
xylose_degradation,MainAutochamber.201206_E_1_5to8,PMNP01,xylose_degradation-isomerase_pathway,0.7667552906511722
acetogenesis,MainAutochamber.201206_E_1_5to8,PMZI01,acetogenesis-simple,0.22205672933553663
galactose_degradation,MainAutochamber.201206_E_1_5to8,PMZI01,galactose_degradation-all,0.18830950603226357
lactose_degradation,MainAutochamber.201206_E_1_5to8,PMZX01,lactose_degradation-all,1.6537955243519291
acetogenesis,MainAutochamber.201206_E_1_5to8,PNBO01,acetogenesis-simple,1.1919716872467534
galactose_degradation,MainAutochamber.201206_E_1_5to8,PNBO01,galactose_degradation-all,0.3210042874850503
lactose_degradation,MainAutochamber.201206_E_1_5to8,PNBO01,lactose_degradation-all,0.9694754697834078
sulfur_redox,MainAutochamber.201206_E_1_5to8,PNBO01,sulfur_redox-assimilatory_sulfate_reduction,0.6055637272932265
sulfur_redox,MainAutochamber.201206_E_1_5to8,PNBO01,sulfur_redox-dissimilatory_sulfate_reduction,0.4037091515288176
xylose_degradation,MainAutochamber.201206_E_1_5to8,PNBO01,xylose_degradation-isomerase_pathway,1.196835303680057
glycerol_degradation,MainAutochamber.201206_E_1_5to8,Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.68_91.15_5.94,glycerol_degradation-glycerol,0.01306216054914921
ethanol_fermentation,MainAutochamber.201206_E_1_5to8,Palsa.None.R2.T0.JGI.BFC.metaspades_bin.148_86.97_6.42,ethanol_fermentation-all,0.00873080996119147
glycerol_degradation,MainAutochamber.201206_E_1_5to8,Palsa.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.31_96.00_1.80,glycerol_degradation-glycerol,0.32779802901912547
glycerol_degradation,MainAutochamber.201206_E_1_5to8,Palsa.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.31_96.00_1.80,glycerol_degradation-glycerone,0.4916970435286882
sulfur_redox,MainAutochamber.201206_E_1_5to8,Palsa.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.31_96.00_1.80,sulfur_redox-assimilatory_sulfate_reduction,0.12643638262166268
acetogenesis,MainAutochamber.201206_E_1_5to8,Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.189_99.25_4.26,acetogenesis-simple,0.10429937286972173
butanoate_fermentation,MainAutochamber.201206_E_1_5to8,Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.290_88.99_3.63,butanoate_fermentation-acetyl_coa_pathway,0.02634091304617972
galactose_degradation,MainAutochamber.201206_P_2_7to10,20110600_P3S_13,galactose_degradation-all,0.5363268639962584
sulfur_redox,MainAutochamber.201206_P_2_7to10,20110600_P3S_13,sulfur_redox-assimilatory_sulfate_reduction,1.0029838167381009
urea_degradation,MainAutochamber.201206_P_2_7to10,20110600_P3S_13,urea_degradation-all,9.406286037275732
sulfur_redox,MainAutochamber.201206_P_2_7to10,20110600_P3S_9,sulfur_redox-assimilatory_sulfate_reduction,1.631431483970014
galactose_degradation,MainAutochamber.201206_P_2_7to10,20110700_P1M_3,galactose_degradation-all,0.11061424441928508
acetogenesis,MainAutochamber.201206_P_2_7to10,20110700_P1S_10,acetogenesis-simple,2.2457480211511993
ethanol_fermentation,MainAutochamber.201206_P_2_7to10,20110700_P1S_10,ethanol_fermentation-all,1.8361542059298728
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20110700_P1S_10,glycerol_degradation-glycerol,1.7515993460851589
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20110700_P1S_10,glycerol_degradation-glycerone,2.627399019127738
sucrose_degradation,MainAutochamber.201206_P_2_7to10,20110700_P1S_10,sucrose_degradation-all,14.7707162874364
ethanol_fermentation,MainAutochamber.201206_P_2_7to10,20110700_P1S_11,ethanol_fermentation-all,3.908757517473125
galactose_degradation,MainAutochamber.201206_P_2_7to10,20110700_P1S_11,galactose_degradation-all,21.49754450044361
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20110700_P1S_11,glycerol_degradation-glycerol,6.768016962604282
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20110700_P1S_11,glycerol_degradation-glycerone,10.958722874117951
sulfur_redox,MainAutochamber.201206_P_2_7to10,20110700_P1S_11,sulfur_redox-assimilatory_sulfate_reduction,5.543585430444084
xylose_degradation,MainAutochamber.201206_P_2_7to10,20110700_P1S_11,xylose_degradation-isomerase_pathway,7.361263930799897
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20110700_P2D_29,glycerol_degradation-glycerol,0.24699077127263655
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20110700_P3S_5,glycerol_degradation-glycerol,2.174322603318728
sucrose_degradation,MainAutochamber.201206_P_2_7to10,20110700_P3S_5,sucrose_degradation-all,4.160932646521199
galactose_degradation,MainAutochamber.201206_P_2_7to10,20110700_S3M_15,galactose_degradation-all,1.3737249440739676
butanoate_fermentation,MainAutochamber.201206_P_2_7to10,20110700_S3M_18,butanoate_fermentation-acetyl_coa_pathway,0.970109269869134
ethanol_fermentation,MainAutochamber.201206_P_2_7to10,20110700_S3M_18,ethanol_fermentation-all,4.311986139276404
butanoate_fermentation,MainAutochamber.201206_P_2_7to10,20110800_P1S_5,butanoate_fermentation-acetyl_coa_pathway,3.16929635692513
sucrose_degradation,MainAutochamber.201206_P_2_7to10,20110800_P1S_5,sucrose_degradation-all,15.550837051635352
sulfur_redox,MainAutochamber.201206_P_2_7to10,20110800_P1S_5,sulfur_redox-assimilatory_sulfate_reduction,11.873993536003823
xylose_degradation,MainAutochamber.201206_P_2_7to10,20110800_P1S_5,xylose_degradation-xylonate_hydratase_pathway,5.359439224308178
lactate_fermentation,MainAutochamber.201206_P_2_7to10,20110800_P2D_9,lactate_fermentation-all,0.79327049164015
lactose_degradation,MainAutochamber.201206_P_2_7to10,20110800_P3M_3,lactose_degradation-all,4.44141330944434
fructose_degradation,MainAutochamber.201206_P_2_7to10,20110800_P3S_2,fructose_degradation-all,13.229901708762018
galactose_degradation,MainAutochamber.201206_P_2_7to10,20110800_P3S_2,galactose_degradation-all,14.242504871157475
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20110800_P3S_2,glycerol_degradation-glycerol,7.726501576946162
lactate_fermentation,MainAutochamber.201206_P_2_7to10,20110800_P3S_2,lactate_fermentation-all,26.15406361583984
lactose_degradation,MainAutochamber.201206_P_2_7to10,20110800_P3S_2,lactose_degradation-all,14.048949979622792
sucrose_degradation,MainAutochamber.201206_P_2_7to10,20110800_P3S_2,sucrose_degradation-all,9.70406302713552
sulfur_redox,MainAutochamber.201206_P_2_7to10,20110800_P3S_2,sulfur_redox-assimilatory_sulfate_reduction,6.327749574779416
acetogenesis,MainAutochamber.201206_P_2_7to10,20110800_P3S_5,acetogenesis-simple,0.7178839715368978
fructose_degradation,MainAutochamber.201206_P_2_7to10,20110800_P3S_5,fructose_degradation-all,9.989426587652863
galactose_degradation,MainAutochamber.201206_P_2_7to10,20110800_P3S_5,galactose_degradation-all,4.151173350090217
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20110800_P3S_5,glycerol_degradation-glycerol,3.668055101213626
lactose_degradation,MainAutochamber.201206_P_2_7to10,20110800_P3S_5,lactose_degradation-all,5.316301309921329
sulfur_redox,MainAutochamber.201206_P_2_7to10,20110800_P3S_5,sulfur_redox-assimilatory_sulfate_reduction,5.679356853191799
xylose_degradation,MainAutochamber.201206_P_2_7to10,20110800_P3S_5,xylose_degradation-isomerase_pathway,3.4320721042422013
xylose_degradation,MainAutochamber.201206_P_2_7to10,20110800_P3S_5,xylose_degradation-xylonate_hydratase_pathway,0.6817449349923285
acetogenesis,MainAutochamber.201206_P_2_7to10,20110800_P3S_8,acetogenesis-simple,1.365903013726099
butanoate_fermentation,MainAutochamber.201206_P_2_7to10,20110800_P3S_8,butanoate_fermentation-acetyl_coa_pathway,2.8522364887606844
ethanol_fermentation,MainAutochamber.201206_P_2_7to10,20110800_P3S_8,ethanol_fermentation-all,1.904013608911605
galactose_degradation,MainAutochamber.201206_P_2_7to10,20110800_P3S_8,galactose_degradation-all,5.443227180425332
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20110800_P3S_8,glycerol_degradation-glycerol,5.034594470305391
lactose_degradation,MainAutochamber.201206_P_2_7to10,20110800_P3S_8,lactose_degradation-all,0.26303544735924483
propionate_fermentation,MainAutochamber.201206_P_2_7to10,20110800_P3S_8,propionate_fermentation-succinate_pathway,7.90297945614429
butanoate_fermentation,MainAutochamber.201206_P_2_7to10,20110800_S1M_32,butanoate_fermentation-acetyl_coa_pathway,0.1819471776395648
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20111000_P1M_1,glycerol_degradation-glycerol,2.1453074559850336
acetogenesis,MainAutochamber.201206_P_2_7to10,20111000_P1S_1,acetogenesis-simple,4.174021092691855
galactose_degradation,MainAutochamber.201206_P_2_7to10,20111000_P1S_1,galactose_degradation-all,6.5886283855833
acetogenesis,MainAutochamber.201206_P_2_7to10,20111000_P1S_2,acetogenesis-simple,0.5414181817605203
ethanol_fermentation,MainAutochamber.201206_P_2_7to10,20111000_P1S_2,ethanol_fermentation-all,0.40606363632039016
lactose_degradation,MainAutochamber.201206_P_2_7to10,20111000_P1S_2,lactose_degradation-all,0.25962825244526494
butanoate_fermentation,MainAutochamber.201206_P_2_7to10,20111000_P1S_5,butanoate_fermentation-acetyl_coa_pathway,1.548015954894729
galactose_degradation,MainAutochamber.201206_P_2_7to10,20111000_P1S_5,galactose_degradation-all,0.96671870203092225
galactose_degradation,MainAutochamber.201206_P_2_7to10,20111000_P2S_1,galactose_degradation-all,4.52599440413624
sulfur_redox,MainAutochamber.201206_P_2_7to10,20111000_P2S_1,sulfur_redox-assimilatory_sulfate_reduction,0.174897915259812
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20111000_P3D_3,glycerol_degradation-glycerol,0.03839712852255643
butanoate_fermentation,MainAutochamber.201206_P_2_7to10,20111000_P3M_19,butanoate_fermentation-acetyl_coa_pathway,0.06601877828977093
acetogenesis,MainAutochamber.201206_P_2_7to10,20120500_P28_8,acetogenesis-simple,0.2949713184514269
butanoate_fermentation,MainAutochamber.201206_P_2_7to10,20120500_P28_8,butanoate_fermentation-acetyl_coa_pathway,0.14748565922571344
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20120500_P31_3,glycerol_degradation-glycerol,0.2016428680963225
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20120500_P31_8,glycerol_degradation-glycerol,0.19943583172909907
sulfur_redox,MainAutochamber.201206_P_2_7to10,20120600_P1M_1,sulfur_redox-assimilatory_sulfate_reduction,3.579160908709724
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20120600_P2M_10,glycerol_degradation-glycerol,1.458942918043955
galactose_degradation,MainAutochamber.201206_P_2_7to10,20120600_P2M_5,galactose_degradation-all,0.6201516425982195
lactate_fermentation,MainAutochamber.201206_P_2_7to10,20120600_P2M_5,lactate_fermentation-all,41.39926169469787
sucrose_degradation,MainAutochamber.201206_P_2_7to10,20120600_P2M_5,sucrose_degradation-all,13.15550352426068
sulfur_redox,MainAutochamber.201206_P_2_7to10,20120600_P2M_7,sulfur_redox-assimilatory_sulfate_reduction,0.3060357454515644
sulfur_redox,MainAutochamber.201206_P_2_7to10,20120600_P2M_7,sulfur_redox-dissimilatory_sulfur_oxidation,9.520568017167868
fructose_degradation,MainAutochamber.201206_P_2_7to10,20120600_P2M_8,fructose_degradation-all,7.276445939819109
galactose_degradation,MainAutochamber.201206_P_2_7to10,20120600_P2M_8,galactose_degradation-all,14.413360757268403
galacturonic_acid_degradation,MainAutochamber.201206_P_2_7to10,20120600_P2M_8,galacturonic_acid_degradation-all,15.992145516684186
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20120600_P2M_8,glycerol_degradation-glycerol,2.0049516510609156
lactose_degradation,MainAutochamber.201206_P_2_7to10,20120600_P2M_8,lactose_degradation-all,31.493544115732657
sucrose_degradation,MainAutochamber.201206_P_2_7to10,20120600_P2M_8,sucrose_degradation-all,32.75627828112433
sulfur_redox,MainAutochamber.201206_P_2_7to10,20120600_P2M_8,sulfur_redox-assimilatory_sulfate_reduction,16.384313182786038
butanoate_fermentation,MainAutochamber.201206_P_2_7to10,20120600_P2M_9,butanoate_fermentation-acetyl_coa_pathway,0.3254178661943197
galactose_degradation,MainAutochamber.201206_P_2_7to10,20120600_P2M_9,galactose_degradation-all,3.124664285381506
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20120600_P2M_9,glycerol_degradation-glycerol,3.492617445890302
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20120600_P2M_9,glycerol_degradation-glycerone,4.707469103874989
sulfur_redox,MainAutochamber.201206_P_2_7to10,20120600_P2S_3,sulfur_redox-assimilatory_sulfate_reduction,0.12947868920396938
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20120600_P2S_4,glycerol_degradation-glycerol,0.2677795736643214
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20120600_P3M_10,glycerol_degradation-glycerol,1.0102470306841964
galactose_degradation,MainAutochamber.201206_P_2_7to10,20120600_P3M_11,galactose_degradation-all,2.6720468677324054
galacturonic_acid_degradation,MainAutochamber.201206_P_2_7to10,20120600_P3M_11,galacturonic_acid_degradation-all,3.9334145465900296
glycerol_degradation,MainAutochamber.201206_P_2_7to10,20120600_P3M_11,glycerol_degradation-glycerol,1.3362200725849638
lactose_degradation,MainAutochamber.201206_P_2_7to10,20120600_P3M_11,lactose_degradation-all,7.761516375991729
