Name	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No. module	Zi	Pi	Node_type	Type_data	Phylum_Elcomposition	Class_Mol_formula	Order_bs2class	Family_NOSC	Genus_GFE	Species_DBE
mass7354	1	0	0	1.07E-11	0	6	-1.360827635	0	Peripheral nodes	metabolite	CHOP	C17H24O10P	Lignin	-0.529411765	75.38823529	6.5
mass7342	1	0	0	2.60E-44	0	33	0	0	Peripheral nodes	metabolite	CHO	C20H34O9	Protein	-0.8	83.1	4
mass7339	1	0	0	2.60E-44	0	47	0	0	Peripheral nodes	metabolite	CHO	C23H30O7	Lignin	-0.695652174	80.12608696	9
mass7328	1	0	0	5.62E-16	0	2	-0.792405816	0	Peripheral nodes	metabolite	CHO	C18H26O11	Lignin	-0.222222222	66.63333333	6
mass7208	4	4.5	5	1.79E-21	0.333333333	15	1.33630621	0	Peripheral nodes	metabolite	CHO	C21H34O8	Protein	-0.857142857	84.72857143	5
mass7203	1	0	0	2.60E-44	0	32	0	0	Peripheral nodes	metabolite	CHO	C20H30O9	Protein	-0.6	77.4	6
mass7193	3	491	2183	5.86E-16	0	2	0.968495997	0	Peripheral nodes	metabolite	CHO	C19H26O10	Lignin	-0.315789474	69.3	7
mass7143	1	0	0	2.60E-44	0	37	0	0	Peripheral nodes	metabolite	CHO	C21H32O8	Protein	-0.761904762	82.01428571	6
mass7137	1	0	0	4.15E-28	0	11	-0.693375245	0	Peripheral nodes	metabolite	CHO	C20H28O9	Lignin	-0.5	74.55	7
mass7120	1	0	0	6.56E-05	0	8	-0.9375	0	Peripheral nodes	metabolite	CHO	C18H20O11	Lignin	0.111111111	57.13333333	9
mass7083	1	0	0	0.039486568	0	0	-0.895790055	0	Peripheral nodes	metabolite	CHO	C22H34O7	Protein	-0.909090909	86.20909091	6
mass7077	2	1215.170378	2888	6.36E-04	0	10	-1.5	0.5	Peripheral nodes	metabolite	CHO	C21H30O8	Lignin	-0.666666667	79.3	7
mass7047	1	0	0	3.17E-07	0	7	-0.963086825	0	Peripheral nodes	metabolite	CHOS	C14H18O12S	Tannin	0.571428571	44.01428571	6
mass7013	2	165	573	0.00112472	0	5	0.144337567	0	Peripheral nodes	metabolite	CHO	C22H32O7	Lignin	-0.818181818	83.61818182	7
mass7004	1	0	0	8.71E-37	0	23	0	0	Peripheral nodes	metabolite	CHO	C21H28O8	Lignin	-0.571428571	76.58571429	8
mass6999	5	4762.045238	22749	2.20E-06	0.1	7	2.407717062	0	Peripheral nodes	metabolite	CHO	C20H24O9	Lignin	-0.3	68.85	9
mass6992	1	0	0	2.60E-44	0	30	0	0	Peripheral nodes	metabolite	CHO	C19H20O10	Lignin	0	60.3	10
mass6985	2	1	1	1.74E-36	0	24	0	0	Peripheral nodes	metabolite	CHO	C18H16O11	Lignin	0.333333333	50.8	11
mass6938	1	0	0	3.17E-07	0	7	-0.963086825	0	Peripheral nodes	metabolite	CHO	C22H30O7	Lignin	-0.727272727	81.02727273	8
mass6934	1	0	0	2.60E-44	0	41	0	0	Peripheral nodes	metabolite	CHO	C18H30O10	Amino Sugar	-0.555555556	76.13333333	4
mass6928	3	2291	10751	1.65E-13	0	2	0.968495997	0	Peripheral nodes	metabolite	CHO	C21H26O8	Lignin	-0.476190476	73.87142857	9
mass6920	4	401	2451	1.86E-05	0.5	4	1.208080899	0	Peripheral nodes	metabolite	CHO	C20H22O9	Lignin	-0.2	66	10
mass6911	1	0	0	2.60E-44	0	29	0	0	Peripheral nodes	metabolite	CHO	C19H18O10	Lignin	0.105263158	57.3	11
mass6853	15	2683.394207	11323	0.455223033	0.238095238	0	3.221224845	0.124444444	Module hubs	metabolite	CHO	C23H32O6	Lignin	-0.869565217	85.0826087	8
mass6844	1	0	0	2.60E-44	0	49	0	0	Peripheral nodes	metabolite	CHO	C18H28O10	Amino Sugar	-0.444444444	72.96666667	5
mass6839	1	0	0	5.57E-30	0	13	-0.894427191	0	Peripheral nodes	metabolite	CHO	C21H24O8	Lignin	-0.380952381	71.15714286	10
mass6836	1	0	0	8.44E-17	0	2	-0.792405816	0	Peripheral nodes	metabolite	CHO	C17H24O11	Lignin	-0.117647059	63.65294118	6
mass6821	1	0	0	2.60E-44	0	29	0	0	Peripheral nodes	metabolite	CHO	C19H16O10	Lignin	0.210526316	54.3	12
mass6802	1	0	0	8.62E-17	0	2	-0.792405816	0	Peripheral nodes	metabolite	CHNO	C26H29O3N	Unsat Hydrocarbon	-0.769230769	82.22307692	13
mass6768	1	0	0	2.60E-44	0	33	0	0	Peripheral nodes	metabolite	CHO	C20H34O8	Protein	-0.9	85.95	4
mass6765	4	1699.183333	9291	4.02E-05	0	7	0.722315119	0.375	Peripheral nodes	metabolite	CHO	C23H30O6	Lignin	-0.782608696	82.60434783	9
mass6745	4	401	2451	1.86E-05	0.5	4	1.208080899	0	Peripheral nodes	metabolite	CHO	C21H22O8	Lignin	-0.285714286	68.44285714	11
mass6740	2	0	0	8.60E-15	1	1	-0.447213595	0	Peripheral nodes	metabolite	CHO	C17H22O11	Lignin	0	60.3	7
mass6735	1	0	0	2.60E-44	0	53	0	0	Peripheral nodes	metabolite	CHO	C20H18O9	Lignin	0	60.3	12
mass6657	2	1	3	1.62E-06	0	4	-0.536924844	0	Peripheral nodes	metabolite	CHO	C22H24O7	Lignin	-0.454545455	73.25454545	11
mass6652	1	0	0	2.60E-44	0	50	0	0	Peripheral nodes	metabolite	CHO	C18H24O10	Lignin	-0.222222222	66.63333333	7
mass6641	1	0	0	2.60E-44	0	28	0	0	Peripheral nodes	metabolite	CHO	C17H20O11	Lignin	0.117647059	56.94705882	8
mass6582	4	4.5	5	1.79E-21	0.333333333	15	1.33630621	0	Peripheral nodes	metabolite	CHO	C21H34O7	Protein	-0.952380952	87.44285714	5
mass6576	1	0	0	2.60E-44	0	32	0	0	Peripheral nodes	metabolite	CHO	C20H30O8	Protein	-0.7	80.25	6
mass6478	2	328	1080	0.005238617	0	0	-0.579096601	0	Peripheral nodes	metabolite	CHO	C20H28O8	Lignin	-0.6	77.4	7
mass6461	2	328	1502	1.48E-04	0	8	-0.125	0	Peripheral nodes	metabolite	CHO	C18H20O10	Lignin	0	60.3	9
mass6378	3	778.7843841	3860	1.73E-04	0.333333333	8	-0.125	0.444444444	Peripheral nodes	metabolite	CHO	C18H18O10	Lignin	0.111111111	57.13333333	10
mass6318	4	1852.870378	6119	3.16E-07	0	3	0.84292723	0.375	Peripheral nodes	metabolite	CHO	C21H28O7	Lignin	-0.666666667	79.3	8
mass6297	4	330.6666667	1792	0.054442097	0	5	1.154700538	0.375	Peripheral nodes	metabolite	CHNOS	C11H24O11N2S	Carbohydrate	0.545454545	44.75454545	1
mass6284	1	0	0	2.60E-44	0	48	0	0	Peripheral nodes	metabolite	CHOS	C18H16O8S	Lignin	0.111111111	57.13333333	11
mass6233	5	844.9416667	2950	0.007654315	0	5	2.165063509	0.32	Peripheral nodes	metabolite	CHO	C22H30O6	Lignin	-0.818181818	83.61818182	8
mass6219	3	195	1191	2.01E-12	0	1	0.223606798	0	Peripheral nodes	metabolite	CHO	C13H26O13	Carbohydrate	0	60.3	1
mass6202	1	0	0	2.60E-44	0	34	0	0	Peripheral nodes	metabolite	CHNOS	C10H18O12N2S	Carbohydrate	1.4	20.4	3
mass6160	1	0	0	2.60E-44	0	42	0	0	Peripheral nodes	metabolite	CHO	C18H28O9	Protein	-0.555555556	76.13333333	5
mass6143	2	2533	12121	7.47E-12	0	2	0.088045091	0	Peripheral nodes	metabolite	CHO	C16H20O11	Tannin	0.125	56.7375	7
mass6118	3	2920.5	14201	2.35E-09	0	6	-0.40824829	0.444444444	Peripheral nodes	metabolite	CHNO	C24H21O4N	Lignin	-0.416666667	72.175	15
mass6003	2	739.4166667	4348	7.55E-06	0	7	-0.120385853	0	Peripheral nodes	metabolite	CHO	C16H16O11	Tannin	0.375	49.6125	9
mass5909	2	1182.503711	2880	9.35E-05	0	3	-1.59219588	0.5	Peripheral nodes	metabolite	CHOSP	C17H34O5SP	Lipid	-1.588235294	105.5647059	1.5
mass5747	3	1467.021429	5712	1.01E-08	0.333333333	6	0.544331054	0	Peripheral nodes	metabolite	CHNOS	C10H22O11N2S	Carbohydrate	0.8	37.5	1
mass5649	1	0	0	1.07E-11	0	6	-1.360827635	0	Peripheral nodes	metabolite	CHNOS	C11H24O10N2S	Carbohydrate	0.363636364	49.93636364	1
mass5641	1	0	0	2.60E-44	0	36	0	0	Peripheral nodes	metabolite	CHNOS	C10H20O11N2S	Carbohydrate	1	31.8	2
mass5613	2	30	580	1.97E-12	0	1	-0.447213595	0	Peripheral nodes	metabolite	CHNO	C24H25O3N	Unsat Hydrocarbon	-0.666666667	79.3	13
mass5464	1	0	0	1.27E-17	0	17	-1.549193338	0	Peripheral nodes	metabolite	CHNO	C25H12O2N2	Cond Hydrocarbon	-0.08	62.58	21
mass5459	1	0	0	2.90E-13	0	1	-1.118033989	0	Peripheral nodes	metabolite	CHO	C26H12O3	Cond Hydrocarbon	-0.230769231	66.87692308	21
mass5386	4	1	2	4.02E-17	0.666666667	17	0.774596669	0	Peripheral nodes	metabolite	CHNO	C25H10O2N2	Cond Hydrocarbon	0	60.3	22
mass5319	2	1	1	1.74E-36	0	26	0	0	Peripheral nodes	metabolite	CHNO	C26H12ON2	Cond Hydrocarbon	-0.153846154	64.68461538	22
mass5313	3	0	0	3.47E-17	1	17	0	0	Peripheral nodes	metabolite	CHNO	C25H8O2N2	Cond Hydrocarbon	0.08	58.02	23
mass5077	1	0	0	2.60E-44	0	35	0	0	Peripheral nodes	metabolite	CHNO	C23H23O3N	Lignin	-0.608695652	77.64782609	13
mass5058	1	0	0	2.60E-44	0	40	0	0	Peripheral nodes	metabolite	CHOP	C14H18O9P	Lignin	-0.357142857	70.47857143	6.5
mass4945	1	0	0	2.60E-44	0	31	0	0	Peripheral nodes	metabolite	CHNO	C25H14ON2	Cond Hydrocarbon	-0.24	67.14	20
mass4817	1	0	0	8.71E-37	0	21	0	0	Peripheral nodes	metabolite	CHNOS	C10H16O10N2S	Carbohydrate	1.2	26.1	4
mass4796	3	269.3921921	1608	4.90E-06	0.666666667	3	0.84292723	0	Peripheral nodes	metabolite	CHOSP	C15H32O5SP	Protein	-1.666666667	107.8	0.5
mass4627	2	0	0	2.45E-17	1	17	-0.774596669	0	Peripheral nodes	metabolite	CHNO	C25H8ON2	Cond Hydrocarbon	0	60.3	23
mass4497	3	195	1191	2.01E-12	0	1	0.223606798	0	Peripheral nodes	metabolite	CHNOS	C15H28O5N2S	Protein	-0.666666667	79.3	3
mass4474	2	165	752	2.17E-05	0	8	-0.125	0	Peripheral nodes	metabolite	CHNOS	C9H20O10N2S	Carbohydrate	0.888888889	34.96666667	1
mass4417	1	0	0	0.003841765	0	0	-0.895790055	0	Peripheral nodes	metabolite	CHNOS	C16H30O4N2S	Lipid	-0.875	85.2375	3
mass4392	1	0	0	0.001101432	0	5	-0.866025404	0	Peripheral nodes	metabolite	CHNOS	C9H18O10N2S	Carbohydrate	1.111111111	28.63333333	2
mass4125	3	269.3921921	1608	4.90E-06	0.666666667	3	0.84292723	0	Peripheral nodes	metabolite	CHOSP	C15H32O4SP	Lipid	-1.8	111.6	0.5
mass4010	2	2.5	5	7.09E-22	0	9	-0.196116135	0	Peripheral nodes	metabolite	CHOP	C13H22O8P	Amino Sugar	-0.846153846	84.41538462	3.5
mass3877	1	0	0	2.01E-22	0	9	-1.078638743	0	Peripheral nodes	metabolite	CHNOS	C14H26O5N2S	Protein	-0.571428571	76.58571429	3
mass3186	2	722.5588587	3479	0.003180642	0	8	-0.125	0	Peripheral nodes	metabolite	CHNOS	C8H18O9N2S	Carbohydrate	1	31.8	1
mass3100	1	0	0	4.83E-14	0	1	-1.118033989	0	Peripheral nodes	metabolite	CHNOS	C9H20O8N2S	Carbohydrate	0.444444444	47.63333333	1
mass2662	1	0	0	2.60E-44	0	55	0	0	Peripheral nodes	metabolite	CHNOS	C13H24O4N2S	Protein	-0.615384615	77.83846154	3
mass2447	3	8	8	1.52E-29	0	13	1.788854382	0	Peripheral nodes	metabolite	CHNOS	C8H16O8N2S	Carbohydrate	1	31.8	2
mass2265	2	1	1	1.74E-36	0	27	0	0	Peripheral nodes	metabolite	CHOSP	C13H12O4SP	Lignin	-0.538461538	75.64615385	8.5
mass2224	1	0	0	8.71E-37	0	21	0	0	Peripheral nodes	metabolite	CHO	C16H6O6	Cond Hydrocarbon	0.375	49.6125	14
mass2022	3	702.9416667	2498	0.004915027	0	5	1.154700538	0	Peripheral nodes	metabolite	CHNOS	C7H16O8N2S	Carbohydrate	1.142857143	27.72857143	1
mass1935	1	0	0	7.07E-04	0	5	-0.866025404	0	Peripheral nodes	metabolite	CHNOS	C7H14O8N2S	Carbohydrate	1.428571429	19.58571429	2
mass1148	2	2664	12816	5.08E-11	0	2	0.088045091	0	Peripheral nodes	metabolite	CHOS	C12H20O4S	Protein	-0.833333333	84.05	3
mass811	1	0	0	6.40E-22	0	15	-1.069044968	0	Peripheral nodes	metabolite	CHNOS	C11H21O3NS	Lipid	-0.909090909	86.20909091	2
mass780	6	1229	5361	2.23E-12	0.066666667	1	2.236067977	0	Peripheral nodes	metabolite	CHOS	C11H18O4S	Protein	-0.727272727	81.02727273	3
mass743	1	0	0	3.21E-13	0	1	-1.118033989	0	Peripheral nodes	metabolite	CHNOS	C10H15O4NS	Protein	-0.2	66	4
mass570	3	6.666666667	16	6.86E-13	0.333333333	1	0.223606798	0	Peripheral nodes	metabolite	CHNOS	C6H7O7NS	Other	2	3.3	4
mass48	5	1593	7233	3.91E-15	0	2	2.72939781	0	Module hubs	metabolite	CHOSP	C9H2O2SP	Cond Hydrocarbon	-0.111111111	63.46666667	9.5
micro1436	2	5	5	5.86E-28	0	11	0.277350098	0	Peripheral nodes	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-513	s__
micro1379	1	0	0	8.71E-37	0	26	0	0	Peripheral nodes	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Palsa-506	s__
micro1376	1	0	0	2.90E-13	0	1	-1.118033989	0	Peripheral nodes	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Palsa-506	s__
micro1366	1	0	0	2.60E-44	0	53	0	0	Peripheral nodes	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Palsa-504	s__Palsa-504 sp003168295
micro1332	4	409	2462	5.69E-06	0.166666667	4	1.208080899	0	Peripheral nodes	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__Palsa-688	g__Fen-671	s__Fen-671 sp003166025
micro1286	1	0	0	2.60E-44	0	52	0	0	Peripheral nodes	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__Bog-473	s__
micro1277	2	0	0	8.51E-22	1	9	-0.196116135	0	Peripheral nodes	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__Palsa-459	s__
micro1213	2	4	4	9.64E-30	0	13	0.447213595	0	Peripheral nodes	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__UBP12	f__UBA5184	g__Palsa-1483	s__
micro1212	1	0	0	8.62E-17	0	2	-0.792405816	0	Peripheral nodes	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__UBP12	f__UBA5184	g__Palsa-1483	s__
micro1046	2	1	1	1.74E-36	0	22	0	0	Peripheral nodes	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Palsa-1400	g__Palsa-1400	s__Palsa-1400 sp003140095
micro758	3	3	3	6.60E-32	0	18	1.732050808	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__PALSA-243	s__PALSA-243 sp003135055
micro733	4	1733	7310	9.91E-05	0.166666667	4	1.208080899	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bog-159	s__
micro675	1	0	0	2.60E-44	0	51	0	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Palsa-343	s__Palsa-343 sp003167515
micro669	2	165	364	4.56E-04	0	8	-0.125	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__PALSA-350	s__
micro668	1	0	0	2.01E-22	0	9	-1.078638743	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__PALSA-350	s__PALSA-350 sp003152195
micro635	1	0	0	2.60E-44	0	49	0	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Terracidiphilus	s__
micro634	1	0	0	6.40E-22	0	15	-1.069044968	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Terracidiphilus	s__
micro598	1	0	0	2.60E-44	0	48	0	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Terracidiphilus	s__
micro458	1	0	0	5.62E-16	0	2	-0.792405816	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Sulfotelmatobacter	s__
micro419	2	165	729	8.62E-17	0	2	0.088045091	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__Palsa-295	s__Palsa-295 sp003166795
micro408	1	0	0	2.60E-44	0	52	0	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__Palsa-295	s__Palsa-295 sp003156635
micro406	1	0	0	5.57E-30	0	13	-0.894427191	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__Palsa-147	s__Palsa-147 sp003152355
micro195	5	5395.545238	26253	5.32E-08	0.1	6	1.496910398	0.32	Peripheral nodes	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Bog-1198	s__
micro189	2	5	5	2.09E-24	0	12	0	0	Peripheral nodes	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Bog-1198	s__
micro171	1	0	0	8.62E-17	0	2	-0.792405816	0	Peripheral nodes	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__PALSA-1196	s__PALSA-1196 sp003140135
micro169	1	0	0	2.20E-32	0	18	-0.577350269	0	Peripheral nodes	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__PALSA-1196	s__
micro108	1	0	0	8.71E-37	0	26	0	0	Peripheral nodes	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__ATCC43930	f__Stellaceae	g__	s__
micro87	1	0	0	8.44E-25	0	12	-0.935414347	0	Peripheral nodes	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__BOG-931	s__
micro85	1	0	0	2.60E-44	0	45	0	0	Peripheral nodes	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__BOG-931	s__
micro77	1	0	0	1.11E-04	0	0	-0.895790055	0	Peripheral nodes	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__	s__
